,file_name,turn_name,start_time,end_time,text,emotion,audioSplitFilename
1569,Ses01M_script02_2,M011,104.61,107.08,And then we go home and they go home.,excited,output1570.wav
1570,Ses01M_script02_2,M012,108.3575,109.8025,Why not?,frustration,output1571.wav
1571,Ses01M_script02_2,F013,109.27,113.8,"Because they never do.  Do they, have they ever?",anger,output1572.wav
1572,Ses01M_script02_2,M013,114.1,116.52,We missed them twice.,neutral,output1573.wav
1573,Ses01M_script02_2,F014,116.13,119.38,Twice is every year we've tried that's ever.,anger,output1574.wav
1574,Ses01M_script02_2,M014,118.7775,123.125,"Okay we'll see them this year, this is a much better spot. Trust me.",frustration,output1575.wav
1575,Ses01M_script02_2,F015,121.2775,125.9375,No we won't.  It's pointless it's like a waiting up to see Santa Claus.,anger,output1576.wav
1576,Ses01M_script02_2,F016,126.0225,137.51,"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",anger,output1577.wav
1577,Ses01M_script02_2,M015,137.4365,140.3043,"Okay, I'm trying to work this backwards",frustration,output1578.wav
1578,Ses01M_script02_2,F017,141.9575,145.1545,You don't understand anything I'm saying.,frustration,output1579.wav
1579,Ses01M_script02_2,M016,140.3043,143.4071,and figure out where we took a turn to the worst thing.,frustration,output1580.wav
1580,Ses01M_script02_2,M017,144.5525,147.0975,Of course not.,frustration,output1581.wav
1581,Ses01M_script02_2,F018,146.84,157.24,"I did want to see it I still do, I always do.  I keep thinking that this time will be the time but it just never is.",sad,output1582.wav
1582,Ses01M_script02_2,M018,158.02,166.1675,"Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.",frustration,output1583.wav
1583,Ses01M_script02_2,M019,166.36,174.7925,"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",neutral,output1584.wav
1584,Ses01M_script02_2,M020,174.885,184.7175,"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",neutral,output1585.wav
1585,Ses01M_script02_2,M021,184.83,189.5425,So I'm putting the animals out we're getting the car to the garage and--,neutral,output1586.wav
1586,Ses01M_script02_2,F019,189.07,197.91,Do you remember the first year we came here? It's about four years ago right after we got married.,neutral,output1587.wav
1587,Ses01M_script02_2,F020,198.025,208.16,We thought I was pregnant we had this bottle of champagne but no glasses.  You asked me to dance so we took off our shoes.,sad,output1588.wav
1588,Ses01M_script02_2,F021,208.73,221.17,"While we were dancing you said the softest most intimate things to me, right into my ears so I could feel them much as hear them.",sad,output1589.wav
1589,Ses01M_script02_2,F022,222.6559,232.4642,"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",sad,output1590.wav
1590,Ses01M_script02_2,M022,232.3838,235.85,"Wait a minute, I've got it.",neutral,output1591.wav
1591,Ses01M_script02_2,F023,235.34,241.2075,"Dancing on the beach barefoot, drinking champagne from the bottle.",sad,output1592.wav
1592,Ses01M_script02_2,M023,241.59,255.455,"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?",neutral,output1593.wav
1593,Ses01M_script02_2,M024,255.51,259.0275,"You want this to be like the other times, right?",excited,output1594.wav
1594,Ses01M_script02_2,F024,258.56,265.2255,I'd rather not remember some things.  I'd rather not hope for some things.,sad,output1595.wav
1595,Ses01M_script02_2,M025,265.38,269.6874,"Oh right sure, of course.",neutral,output1596.wav
1596,Ses01M_script02_2,M026,270.612,273.1525,Do you want to dance?,excited,output1597.wav
1597,Ses01M_script02_2,F025,273.3052,275.4759,No.,sad,output1598.wav
1598,Ses01M_script02_2,M027,274.91,277.72,You want me to go get some champagne?,neutral,output1599.wav
1599,Ses01M_script02_2,F026,276.66,278.5712,No.,sad,output1600.wav
1600,Ses01M_script02_2,M028,279.5359,282.4301,Do you want to take off our shoes?,neutral,output1601.wav
1601,Ses01M_script02_2,F027,281.5975,283.44,No.,sad,output1602.wav
1602,Ses01M_script02_2,M029,283.5959,288.0578,What? Huh?,neutral,output1603.wav
1603,Ses01M_script02_2,M030,289.3844,293.8865,You want to get married again?,neutral,output1604.wav
1604,Ses01M_script02_2,M031,294.0375,299.4,What?  What?  You want to divorce?,frustration,output1605.wav
1605,Ses01M_script02_2,F028,298.46,300.34,No.,frustration,output1606.wav
1606,Ses01M_script02_2,M032,299.95,301.69,A vacation?,frustration,output1607.wav
1607,Ses01M_script02_2,F029,301.03,302.5,No.,frustration,output1608.wav
1608,Ses01M_script02_2,M033,301.98,308.74,"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?",anger,output1609.wav
1609,Ses01M_script02_2,F030,307.74,311.3225,I want something to turn out the way that it's supposed to.,anger,output1610.wav
1610,Ses01M_script02_2,M034,310.3372,312.7253,"Well, welcome to the human race.",frustration,output1611.wav
1611,Ses01M_script02_2,M035,312.7253,327.0096,You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.,anger,output1612.wav
1612,Ses01M_script02_2,M036,327.35,337.2525,"You think there would be times when you'd look at me like I was used Kleenex and then I'd look at you and think ""Holy hell when is the next flight to Alaska.""",anger,output1613.wav
1613,Ses01M_script02_2,M037,337.3025,352.1575,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",sad,output1614.wav
1614,Ses01M_script02_2,M038,352.7475,359.8914,No.  You know what you get?  You know what you get?  You get this.,sad,output1615.wav
1615,Ses01M_script02_2,F031,359.5296,364.6775,This what?  What is this?  This isn't even anything.,anger,output1616.wav
1616,Ses01M_script02_2,M039,364.565,365.95,"Yeah, it is.",neutral,output1617.wav
1617,Ses01M_script02_2,F032,365.545,372.6025,"Oh, sure this is standing on the beach, this is waiting, fighting.",anger,output1618.wav
1618,Ses01M_script02_2,M040,372.415,374.07,Right.,neutral,output1619.wav
1619,Ses01M_script02_2,F033,373.8803,378.52,This isn't anything like I thought anything would be.,sad,output1620.wav
1620,Ses01M_script02_2,M041,378.503,381.51,I know me neither.,sad,output1621.wav
1621,Ses01M_script02_2,F034,382.45,394.05,This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,sad,output1622.wav
1622,Ses01M_script02_2,M042,394.55,397.9186,I'm doing the best I can.,sad,output1623.wav
1623,Ses01M_script02_2,F035,397.6774,403.38,"I know that Augie, I really do.",sad,output1624.wav
1624,Ses01M_script02_2,F036,403.7875,412.08,"I just can't help wishing that I was somebody, somewhere else.",sad,output1625.wav
1625,Ses01M_script02_2,M043,413.9173,418.25,Maybe if you were with somebody else too?,sad,output1626.wav
1626,Ses01M_script02_2,F037,417.355,419.355,I didn't say that.,sad,output1627.wav
1627,Ses01M_script02_2,M044,419.26,425.97,"No, I know but--I know I don't make you happy.",sad,output1628.wav
1628,Ses01M_script02_2,F038,427.3434,435.48,Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,surprised,output1629.wav
1629,Ses01M_script02_2,M045,435.7448,437.625,Yeah?,sad,output1630.wav
1630,Ses01M_script02_2,F039,437.5175,442.3,"Yes, don't be ridiculous.  Don't you know that?",surprised,output1631.wav
1631,Ses01M_script02_2,F040,443.101,453.72,"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",sad,output1632.wav
1632,Ses01M_script02_2,M046,454.7986,463.23,"Actually, you know what?  Now you mentioned that--no I don't.",sad,output1633.wav
1633,Ses01M_script02_2,F041,465.88,472.4052,So maybe we're in the wrong spot.  But we're with the right person.,happy,output1634.wav
1634,Ses01M_script02_2,M047,472.2846,478.62,"I don't know, just seemed like such a good spot to me.",excited,output1635.wav
1635,Ses01M_script02_2,M048,479.882,484.1975,We do have really good view of the moon from here though.,excited,output1636.wav
1636,Ses01M_script02_2,F042,483.0575,490.66,Oh I saw that.  Pretty isn't it. Big ol' white moon.,happy,output1637.wav
1637,Ses01M_script02_2,M049,490.98,494.4875,Look what we got here.,happy,output1638.wav
1638,Ses01M_script02_2,F043,493.9915,498.425,"Augie, you brought refreshments.",happy,output1639.wav
1639,Ses01M_script02_2,M050,497.8775,500.04,It's not champagne.,neutral,output1640.wav
1640,Ses01M_script02_2,F044,498.9575,503.29,I guess we don't need glasses.,happy,output1641.wav
1641,Ses01M_script02_2,M051,509.1461,513.84,"Are you cold, huh?  Do you want to go home?",neutral,output1642.wav
1642,Ses01M_script02_2,F045,513.809,521.44,I'm beginning to think you might be right.  I think this might be the spot after all.,happy,output1643.wav
1643,Ses01M_script02_2,F046,523.71,526.5919,"Augie, I'm sorry.",sad,output1644.wav
1644,Ses01M_script02_2,M052,525.275,528.0391,Shh...,happy,output1645.wav
1645,Ses01M_script02_2,M053,528.9636,535.2345,"If we are really quiet, the fish might come",happy,output1646.wav
1646,Ses01M_script02_2,F047,535.9982,539.3749,Or not,neutral,output1647.wav
1647,Ses01M_script02_2,M054,539.5758,542.2691,Or not,neutral,output1648.wav
1648,Ses01M_script03_1,M000,5.82,7.6225,Good God.,excited,output1649.wav
1649,Ses01M_script03_1,F000,7.3698,9.425,Do you think it's them?,frustration,output1650.wav
1650,Ses01M_script03_1,M001,9.21,11.55,I wonder.,fear,output1651.wav
1651,Ses01M_script03_1,F001,11.135,15.2126,Freda is the only one who knows we are here. She wouldn't ring up.,fear,output1652.wav
1652,Ses01M_script03_1,M002,14.7657,16.8575,Must be them then.,fear,output1653.wav
1653,Ses01M_script03_1,F002,16.38,19.74,What we're going to do?,fear,output1654.wav
1654,Ses01M_script03_1,M003,20.2958,24.1903,"We're okay, right darling?  Whatever happens, we're okay?",fear,output1655.wav
1655,Ses01M_script03_1,F003,23.77,26.608,Now and always sweet.,happy,output1656.wav
1656,Ses01M_script03_1,M004,26.23,28.68,I don't care then.,happy,output1657.wav
1657,Ses01M_script03_1,F004,28.17,30.79,It had to happen sooner or later.,happy,output1658.wav
1658,Ses01M_script03_1,M005,30.14,40.5172,Yes... Hello?  Hello?  I'm sorry what's that?,neutral,output1659.wav
1659,Ses01M_script03_1,M006,40.6661,42.96,"No, it's a wrong number.",surprised,output1660.wav
1660,Ses01M_script03_1,F005,44.28,49.63,"Oh, oh, that sent shivers on my spine.",happy,output1661.wav
1661,Ses01M_script03_1,M007,48.8478,50.445,BREATHING  LAUGHTER,happy,output1662.wav
1662,Ses01M_script03_1,F006,49.78,51.3325,Oh...,excited,output1663.wav
1663,Ses01M_script03_1,M008,51.1167,52.3,BREATHING,excited,output1664.wav
1664,Ses01M_script03_1,F007,52.01,53.2,BREATHING,excited,output1665.wav
1665,Ses01M_script03_1,M009,52.43,55.41,What shall we do if they suddenly walk in on us?,happy,output1666.wav
1666,Ses01M_script03_1,F008,54.42,56.95,Oh. Behave exquisitely...,happy,output1667.wav
1667,Ses01M_script03_1,M010,56.36,58.92,With perfect poise...,happy,output1668.wav
1668,Ses01M_script03_1,F009,57.1675,61.05,I think I shall do a court curtsey.,happy,output1669.wav
1669,Ses01M_script03_1,M011,60.07,61.4025,Ah...,happy,output1670.wav
1670,Ses01M_script03_1,F010,61.14,62.5,LAUGHTER,happy,output1671.wav
1671,Ses01M_script03_1,M012,61.94,63.7624,Ah...Strange...,happy,output1672.wav
1672,Ses01M_script03_1,F011,63.47,64.7675,Mmm...,happy,output1673.wav
1673,Ses01M_script03_1,M013,64.32,69.97,"Things that just ought to matter dreadfully, you know they just don't matter at all when one is happy, do they?",happy,output1674.wav
1674,Ses01M_script03_1,F012,69.39,72.7,The pity is that one can't stay happy.,sad,output1675.wav
1675,Ses01M_script03_1,M014,72.27,74.58,"Darling, don't say that.",sad,output1676.wav
1676,Ses01M_script03_1,F013,74.09,77.5175,It's true.  I think the whole things a very poor joke.,happy,output1677.wav
1677,Ses01M_script03_1,M015,77.02,80.82,"What, this sacred and beautiful thing, love?",happy,output1678.wav
1678,Ses01M_script03_1,F014,80.03,82.8964,"Oh, yes meaning just that.",happy,output1679.wav
1679,Ses01M_script03_1,M016,82.3473,88.4,"Oh, dear god what is that all mean, dear god?",happy,output1680.wav
1680,Ses01M_script03_1,F015,86.99,90.76,Don't laugh at me I'm being serious.,happy,output1681.wav
1681,Ses01M_script03_1,M017,90.09,93.77,"You mustn't be so serious, darling, it just what they want.",happy,output1682.wav
1682,Ses01M_script03_1,F016,92.91,94.91,Oh whose they?,excited,output1683.wav
1683,Ses01M_script03_1,M018,94.35,99.885,"Oh you know all those superficial philosophers. We must laugh at them, be flippant.",happy,output1684.wav
1684,Ses01M_script03_1,M019,99.915,106.2707,Flippancy brings out the acid in their darn sweetness and light.,happy,output1685.wav
1685,Ses01M_script03_1,F017,104.83,108.76,"Mmhmm If I must laugh at everything, I must laugh at us too.",happy,output1686.wav
1686,Ses01M_script03_1,M020,108.26,109.4,Oh yes.  .,happy,output1687.wav
1687,Ses01M_script03_1,F018,111.5526,117.7531,"How long will it last, this ludicrous, overbearing love of ours?",happy,output1688.wav
1688,Ses01M_script03_1,M021,109.44,112.17,We are figures of fun all right,happy,output1689.wav
1689,Ses01M_script03_1,M022,117.22,119.81,Ahh...who knows.,happy,output1690.wav
1690,Ses01M_script03_1,F019,119.15,122.5384,Shall we always want to bicker and fight?,happy,output1691.wav
1691,Ses01M_script03_1,M023,121.81,127.49,"No, that will fade...Along with our passion...",excited,output1692.wav
1692,Ses01M_script03_1,F020,126.9325,130.2975,"Oh, will we like that?",sad,output1693.wav
1693,Ses01M_script03_1,M024,129.77,133.26,Well it depends on how well we've played.,frustration,output1694.wav
1694,Ses01M_script03_1,F021,133.95,137.04,If one of us dies...,happy,output1695.wav
1695,Ses01M_script03_1,F022,137.04,139.53,does the one that's left still laugh?,happy,output1696.wav
1696,Ses01M_script03_1,M025,139.6316,143.12,"Yes, yes with the all his might.",excited,output1697.wav
1697,Ses01M_script03_1,F023,142.61,145.6086,"Well, that's serious enough isn't it?",happy,output1698.wav
1698,Ses01M_script03_1,M026,145.2176,153.2056,"No, no, no, no death is very laughable it's a cunning little mystery, you know.  It's all done with mirrors.",happy,output1699.wav
1699,Ses01M_script03_1,F024,152.6656,155.35,I think you're talking nonsense.,happy,output1700.wav
1700,Ses01M_script03_1,M027,154.52,158.095,"Ah so is everyone in the long run, huh?",happy,output1701.wav
1701,Ses01M_script03_1,F025,157.56,158.925,Hmm.,happy,output1702.wav
1702,Ses01M_script03_1,M028,158.45,172.7567,"Let's pity the poor philosophers, huh?  Let's enjoy the party for as long as we can, okay?  Let's blow trumpets and squeakers and sit like small idiotic school children. ",excited,output1703.wav
1703,Ses01M_script03_1,F026,172.1422,175.0655,Ah.,happy,output1704.wav
1704,Ses01M_script03_1,M029,174.5256,177.9,"Come here darling, kiss me",excited,output1705.wav
1705,Ses01M_script03_1,F027,180.62,185.41,"Oh, Elliot.  Worms don't pop.",happy,output1706.wav
1706,Ses01M_script03_1,M030,177.99,181.61,before your body rots and worms pop out of your eye sockets.,happy,output1707.wav
1707,Ses01M_script03_1,M031,189.3,198.21,"See, you know I don't care what you do.  You could paint yourself green and run naked to the Place Vendome.",happy,output1708.wav
1708,Ses01M_script03_1,F028,205.55,208.15,"Oh, thank you darling.",happy,output1709.wav
1709,Ses01M_script03_1,M032,198.25,206.15,You could run off with all the men in a world. I won't say a word.  Just as long as you love me best.,happy,output1710.wav
1710,Ses01M_script03_1,F029,208.17,215,"The same applies to you too, except you so much as look at another women I'll kill you.",happy,output1711.wav
1711,Ses01M_script03_1,M033,220.43,223.73,Do you remember that row we did have in Venice?,happy,output1712.wav
1712,Ses01M_script03_1,F030,222.9,226.05,Which particular one?,happy,output1713.wav
1713,Ses01M_script03_1,M034,225.51,230.39,The one when you put that little wooden painted snake in my bed?,excited,output1714.wav
1714,Ses01M_script03_1,F031,229.53,235.78,"Oh, Charles.  That was his name Charles. He did wriggle so beautifully.",excited,output1715.wav
1715,Ses01M_script03_1,M035,234.28,236.9,It was a horrible thing I hated it.,neutral,output1716.wav
1716,Ses01M_script03_1,F032,236.02,242.5,"Oh I know you threw it out the window and into the Grand Canal.  Oh, I'll never forgive you for that.",frustration,output1717.wav
1717,Ses01M_script03_1,M036,241.9859,245.73,Of course how long did that row last?,neutral,output1718.wav
1718,Ses01M_script03_1,F033,245.26,248.5425,It went on intermittently for days.,excited,output1719.wav
1719,Ses01M_script03_1,M037,247.86,257.25,But you know it wasn't as bad as the one we had in Cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.,excited,output1720.wav
1720,Ses01M_script03_1,F034,251.41,254.5525,Cannes...mmhmm...,happy,output1721.wav
1721,Ses01M_script03_1,F035,256.08,260.4,Oh it burnt my comb too and all those towels in the bathroom.,happy,output1722.wav
1722,Ses01M_script03_1,M038,259.67,262.15,Oh that was a rouser wasn't it?,excited,output1723.wav
1723,Ses01M_script03_1,F036,263.07,267.82,The manager came in he found us rolling about the floor.  ,happy,output1724.wav
1724,Ses01M_script03_1,M039,271.55,275.88,I will never forget the look on his face.,happy,output1725.wav
1725,Ses01M_script03_1,F037,267.84,272.53,Scratching and biting like panthers. Oh...,happy,output1726.wav
1726,Ses01M_script03_1,M040,280.09,282.94,oh...,happy,output1727.wav
1727,Ses01M_script03_1,F038,276.24,279.01,"Utterly, utterly ridiculous.",happy,output1728.wav
1728,Ses01M_script03_1,F039,280.94,283.8275,oh...,happy,output1729.wav
1729,Ses01M_script03_1,M041,283.31,285.75,We were very much younger then.,happy,output1730.wav
1730,Ses01M_script03_1,F040,285.09,287.84,Very much sillier.,happy,output1731.wav
1731,Ses01M_script03_1,M042,289.39,296.0399,"However, I do believe the real cause of that row was Peter Burden.",excited,output1732.wav
1732,Ses01M_script03_1,F041,295.4999,300.3411,Oh you knew there was nothing in that.,excited,output1733.wav
1733,Ses01M_script03_2,M000,8.89,10.57,LAUGHTER,happy,output1734.wav
1734,Ses01M_script03_2,F000,9.1274,12.4425,"Utterly, utterly ridiculous.",happy,output1735.wav
1735,Ses01M_script03_2,M001,11.91,13.78,We were very much younger then.,excited,output1736.wav
1736,Ses01M_script03_2,F001,13.14,15.77,Very much sillier.,neutral,output1737.wav
1737,Ses01M_script03_2,M002,14.53,16.66,Mmhmm.,happy,output1738.wav
1738,Ses01M_script03_2,M003,17.1948,22.5087,"However, I do believe the real cause of that row was Peter Burden.",excited,output1739.wav
1739,Ses01M_script03_2,F002,22.0335,26.62,Oh you knew there was nothing in that.,neutral,output1740.wav
1740,Ses01M_script03_2,M004,25.51,30.32,I knew nothing of the sort. You took presents from him.,excited,output1741.wav
1741,Ses01M_script03_2,F003,29.61,34.19,Presents? It was a trivial little broach.,surprised,output1742.wav
1742,Ses01M_script03_2,M005,33.43,37.31,It was bristling with diamonds in the worst possible taste.,surprised,output1743.wav
1743,Ses01M_script03_2,F004,36.62,41.2588,Not at all. It was very pretty. I still wear it often.,neutral,output1744.wav
1744,Ses01M_script03_2,M006,40.6323,46.45,You sent out of your way to torture me over Peter Burden.,happy,output1745.wav
1745,Ses01M_script03_2,F005,45.45,49.78,I did not you worked whole thing up in your jealous imagination.,neutral,output1746.wav
1746,Ses01M_script03_2,M007,48.84,54.13,"Well, you let him kiss you.  You said you did.",excited,output1747.wav
1747,Ses01M_script03_2,F006,53.59,55.883,"Well, what of it?",neutral,output1748.wav
1748,Ses01M_script03_2,M008,55.5157,57.7839,What of it?,excited,output1749.wav
1749,Ses01M_script03_2,F007,57.3735,63.4867,"It gave him a lot, a great deal of pleasure and it didn't hurt me.",neutral,output1750.wav
1750,Ses01M_script03_2,M009,62.8602,65.9708,And what about me?,neutral,output1751.wav
1751,Ses01M_script03_2,F008,65.6468,70.4725,If you hadn't been so suspicious and nosey you'd never known a thing about it.,frustration,output1752.wav
1752,Ses01M_script03_2,M010,70.2675,73.5745,That's a nice point of view I must say.,frustration,output1753.wav
1753,Ses01M_script03_2,F009,73.7041,77.98,I'm bored with this conversation.,frustration,output1754.wav
1754,Ses01M_script03_2,M011,77.22,84.2457,So am I.  I'm bored stiff.  You want some brandy?,neutral,output1755.wav
1755,Ses01M_script03_2,F010,83.71,86.14,"No, thank you.",neutral,output1756.wav
1756,Ses01M_script03_2,M012,85.71,89.075,"I'll have a little, I think.",neutral,output1757.wav
1757,Ses01M_script03_2,F011,88.63,92.38,I don't see why you want any you already had two glasses.,anger,output1758.wav
1758,Ses01M_script03_2,M013,91.68,97.8825,"Oh, you know no particular reason besides they are very small glasses.",neutral,output1759.wav
1759,Ses01M_script03_2,F012,97.4225,103.9894,I just think it's silly you know to go on and on and on about such a thing.,frustration,output1760.wav
1760,Ses01M_script03_2,M014,103.3845,111.61,You can hardly call three glasses of liquor in a whole evening going on and on and on.,neutral,output1761.wav
1761,Ses01M_script03_2,F013,111.97,118.07,"I just, I just think it's becoming a habit with you.",frustration,output1762.wav
1762,Ses01M_script03_2,M015,117.12,123.76,"Hmm.  Well, you needn't be so grand just because you don't happen to want any at the moment, okay?",neutral,output1763.wav
1763,Ses01M_script03_2,F014,123.254,126.1575,Do be quiet.,anger,output1764.wav
1764,Ses01M_script03_2,M016,125.46,127.4,"Really, Amanda.",frustration,output1765.wav
1765,Ses01M_script03_2,F015,127.08,129.84,"Don't be stupid, what?",anger,output1766.wav
1766,Ses01M_script03_2,M017,129.9327,133.3025,Nothing.,frustration,output1767.wav
1767,Ses01M_script03_2,M018,135.3979,138.18,Are you going out somewhere dear?,anger,output1768.wav
1768,Ses01M_script03_2,F016,137.774,142.4325,"No, darling I'm just making myself fascinating for you.",happy,output1769.wav
1769,Ses01M_script03_2,M019,141.83,145.7234,That reply has broken my heart.,neutral,output1770.wav
1770,Ses01M_script03_2,F017,145.58,151.59,Well it's a woman's duty to allure the man. Watch me a minute will you?,anger,output1771.wav
1771,Ses01M_script03_2,M020,152.42,157.47,As matter the fact that's perfectly true.,neutral,output1772.wav
1772,Ses01M_script03_2,F018,156.53,158.84,"Oh no, it isn't.",neutral,output1773.wav
1773,Ses01M_script03_2,M021,158.7275,161.0388,"Yes, it is.",happy,output1774.wav
1774,Ses01M_script03_2,F019,160.758,164.32,"Don't be stupid, shut up.",neutral,output1775.wav
1775,Ses01M_script03_2,M022,165.1863,171.71,"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.",anger,output1776.wav
1776,Ses01M_script03_2,F020,171.25,177.47,"Oh, well that's funny.  It doesn't seem to have worked such wonders with you.",frustration,output1777.wav
1777,Ses01M_script03_2,M023,179.22,184.3684,"You know what?  You snap, you snap, you snap you're like a little adder.",anger,output1778.wav
1778,Ses01M_script03_2,F021,184.18,187.16,"Adders don't snap, they sting.",neutral,output1779.wav
1779,Ses01M_script03_2,M024,186.5,192.15,Nonsense.  They have a bag of venom behind of fangs and they snap.,anger,output1780.wav
1780,Ses01M_script03_2,F022,191.37,193.1525,They sting.,anger,output1781.wav
1781,Ses01M_script03_2,F023,193.1875,200.3318,"I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops.",anger,output1782.wav
1782,Ses01M_script03_2,M025,200.0078,203.75,Did you see much of Peter Burden after our divorce?,anger,output1783.wav
1783,Ses01M_script03_2,F024,202.97,206.04,"Yes, I did quite a lot.",anger,output1784.wav
1784,Ses01M_script03_2,M026,205.08,209,I suppose you let him just kiss you or good deal more than too.,anger,output1785.wav
1785,Ses01M_script03_2,F025,207.47,209.67,"Oh, mind you own business.",anger,output1786.wav
1786,Ses01M_script03_2,M027,209.17,215.83,"I suppose you two had a riotous time, huh?  No restrain at all, very enjoyable, he never had much any how.",anger,output1787.wav
1787,Ses01M_script03_2,F026,215.02,218.77,"You're quite insufferable, I expect it's because you're drunk.",anger,output1788.wav
1788,Ses01M_script03_2,M028,218.25,221.07,I am not in the least bit drunk.,anger,output1789.wav
1789,Ses01M_script03_2,F027,220.25,222.7,You always had a weak head.,anger,output1790.wav
1790,Ses01M_script03_2,M029,222.01,231.2375,I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.,anger,output1791.wav
1791,Ses01M_script03_2,F028,230.58,236.68,"On the contrary, a child two could get violently drunk on only one glass of brandy.",anger,output1792.wav
1792,Ses01M_script03_2,M030,236.11,248.5725,"Oh very, very interesting Amanda.  How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know?  Intemperate tots.",anger,output1793.wav
1793,Ses01M_script03_2,F029,243.27,245.2725,Shut up.,anger,output1794.wav
1794,Ses01M_script03_2,F030,248.08,251.59,Not very funny darling.  Why don't you have some more brandy?,anger,output1795.wav
1795,Ses01M_script03_2,M031,250.63,253.98,That's a very good idea I think I will.,anger,output1796.wav
1796,Ses01M_script03_2,M032,255.0051,260.83,Would you uh...turn that off please? You're going to wake the people upstairs.,anger,output1797.wav
1797,Ses01M_script03_2,F031,258.3,259.52,Why?,anger,output1798.wav
1798,Ses01M_script03_2,F032,260.29,264.2,There are no people upstairs. It's a photographer's studio.,neutral,output1799.wav
1799,Ses01M_script03_2,M033,264.13,266.6825,Well then you'll wake the people downstairs.,anger,output1800.wav
1800,Ses01M_script03_2,F033,266.24,268.77,They are away in Tunis.,anger,output1801.wav
1801,Ses01M_script03_2,M034,268.76,271.9275,This is no time a year for Tunis.,anger,output1802.wav
1802,Ses01M_script03_2,F034,272.51,275.34,"Turn it on again, please.",anger,output1803.wav
1803,Ses01M_script03_2,M035,274.83,277.8275,I will do no such thing.,anger,output1804.wav
1804,Ses01M_script03_2,F035,277.35,282.36,Very well if you insist on being boorish and idiotic.,anger,output1805.wav
1805,Ses01M_script03_2,M036,282.59,286.43,Turn it off. It's driving me mad.,anger,output1806.wav
1806,Ses01M_script03_2,F036,284.39,286.05,I won't.,anger,output1807.wav
1807,Ses01M_script03_2,M037,287.64,291.195,Turn it off.,anger,output1808.wav
1808,Ses01M_script03_2,F037,290.75,293.34,Stop it. No. Go away.,anger,output1809.wav
1809,Ses01M_script03_2,M038,292.49,294.575,Amanda listen. Listen.,anger,output1810.wav
1810,Ses01M_script03_2,F038,293.36,298.53,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",anger,output1811.wav
1811,Ses01M_script03_2,M039,297.92,300.08,That's very amusing indeed.,anger,output1812.wav
1812,Ses01M_script03_2,F039,299.63,309.01,"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible.",anger,output1813.wav
1813,Ses01M_script03_2,M040,304.27,311.85,"You...You're an evil minded, self-centered little wench and I never want to see you again.",anger,output1814.wav
1814,Ses01M_script03_2,F040,311.8125,316.71,This is the end do you hear me?  Finally and forever.,anger,output1815.wav
1815,Ses01M_script03_2,M041,316.79,319.08,You're not going like this.,anger,output1816.wav
1816,Ses01M_script03_2,F041,318.4,337.32,"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.",anger,output1817.wav
1817,Ses01M_script03_2,M042,319.13,320.85,No you're not.,anger,output1818.wav
1818,Ses01M_script03_2,M043,321.52,335.77,Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.,anger,output1819.wav
1819,Ses02F_impro01,F000,5.3661,9.615,"Hi. Excuse me.  Um, I'd like to put in this application for my registration.",neutral,output1820.wav
1820,Ses02F_impro01,M000,5.8186,7.253,Hi.,neutral,output1821.wav
1821,Ses02F_impro01,M001,9.8327,15.9334,"Okay.  Let me see here.  Um, we need--we need your original birth certificate.",neutral,output1822.wav
1822,Ses02F_impro01,F001,16.484,19.7791,My--my original birth certificate?  But I don't carry that with me.,surprised,output1823.wav
1823,Ses02F_impro01,M002,20.5395,23.2318,Right.  Well.  We still need it.,neutral,output1824.wav
1824,Ses02F_impro01,F002,23.369,26.0214,"Well, I have my driver's license, does that work?",frustration,output1825.wav
