file_name,start_time,end_time,turn_name,text,emotion
Ses01M_impro06_,117.85,120.8,F013," Totally, yeah.",neutral
Ses01M_impro06_,123.15,146.89,M017, So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,sad
Ses01M_impro06_,131.1825,132.555,F014, Mmhmm.,neutral
Ses01M_impro06_,143.9425,145.16,F015, Lock,neutral
Ses01M_impro06_,145.94,147.78,F016, Mmhmm.,neutral
Ses01M_impro06_,148.265,150.71,F017, The plans you make [GARBAGE].,neutral
Ses01M_impro06_,150.05,153.93,M018," Exactly, you know, and like he had so many plans and he was going to do...",sad
Ses01M_impro06_,157.23,159.57,F018, It leaves a hole for you too.,neutral
Ses01M_impro06_,154.55,157.4,M019," so many things, you know?",sad
Ses01M_impro06_,159.75,163.9425,F019," It leaves a hole for you too, in your plans together.",neutral
Ses01M_impro06_,159.35,160.74,M020, What?,sad
Ses01M_impro06_,163.73,165.86,M021, Yeah.,sad
Ses01M_impro06_,178.3706,181.43,F020, It gets better.,neutral
Ses01M_impro06_,181.8077,184.86,M022," He was a really, really good guy.",sad
Ses01M_impro06_,184.26,186.2647,F021, Mmhmm.,neutral
Ses01M_impro06_,186.5973,189.55,M023, A lot of people loved him.,sad
Ses01M_impro06_,188.97,190.92,F022, MMhmm.,neutral
Ses01M_impro06_,193.13,197.51,M024," You know, it's like affecting a lot of people it's not just me, you know?",sad
Ses01M_impro06_,197.06,199.05,F023, Mmhmm.,neutral
Ses01M_impro06_,200.3676,203.16,F024, How long did you know each other?,neutral
Ses01M_impro06_,202.51,203.85,M025, Umm...,sad
Ses01M_impro06_,205.65,208.5721,M026, For like eight years.,sad
Ses01M_impro06_,208.8826,210.7397,F025, That's a long time.,neutral
Ses01M_impro06_,210.21,212.22,M027, Yeah.,sad
Ses01M_impro06_,214.6701,217.6415,F026, It's good that you were there.,neutral
Ses01M_impro06_,217.5175,221.8768,M028," Yeah, I'm glad I was there. Glad I- glad I got to be there.",sad
Ses01M_impro06_,225.32,227.51,M029," So weird,",sad
Ses01M_impro06_,233.02,235.13,F027, Yeah.,neutral
Ses01M_impro06_,227.54,234.26,M030," like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",sad
Ses01M_impro06_,239.1062,242.6985,F028, Are there things you wish you'd done differently?,neutral
Ses01M_impro07_,2.6812,7.98,M000, Check this out.  You know how I've told you I've been really into like softball recently?,excited
Ses01M_impro07_,7.63,8.57,F000, Yeah.,neutral
Ses01M_impro07_,8.22,14.75,M001," Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",excited
Ses01M_impro07_,13.95,21.12,F001, [LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,excited
Ses01M_impro07_,15.54,20.67,M002, For softball.  They're going to pay me to go to school. Isn't that awesome?,excited
Ses01M_impro07_,20.92,34.38,M003," Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",excited
Ses01M_impro07_,23.88,25.25,F002, Uh huh.,xxx
Ses01M_impro07_,27.06,29.81,F003, Pinch hitting softball.,excited
Ses01M_impro07_,30.31,33.08,F004, That is incredible.,excited
Ses01M_impro07_,33.72,37.27,F005, That's amazing. They pay for everything?,excited
Ses01M_impro07_,34.76,38.66,M004," I know. For softball, yeah.",excited
Ses01M_impro07_,37.88,42.5825,F006," Your housing, books, everything? That is incredible.",excited
Ses01M_impro07_,38.78,48.28,M005," Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",excited
Ses01M_impro07_,45.145,49.2825,F007, That is incredible. Do you get like a per diem?,excited
Ses01M_impro07_,48.73,52.86,M006," I don't know. I should ask. Yeah, I will.",happy
Ses01M_impro07_,49.64,52.1,F008, You should...You should look into that.,excited
Ses01M_impro07_,52.46,57.4562,F009," That is amazing, congratulations. Good for you.",excited
Ses01M_impro07_,54.63,56.31,M007, Thank you.,excited
Ses01M_impro07_,56.53,61.35,M008, But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,excited
Ses01M_impro07_,58.78,60.21,F010, Oh.,neutral
Ses01M_impro07_,60.81,66.77,F011," Yeah, that you probably. You should see one of these Victorian houses around by.",excited
Ses01M_impro07_,61.59,63.56,M009, Where should I move?,excited
Ses01M_impro07_,66.3983,78.9,M010," That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",excited
Ses01M_impro07_,68.64,72.35,F012, Oh. Venice beach,neutral
Ses01M_impro07_,72.84,76.23,F013," Oh, you don't like that. You're west-sider?",excited
Ses01M_impro07_,76.59,87.8575,F014," Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",excited
Ses01M_impro07_,80.6825,83.82,M011, Professional softball player Malibu. [LAUGHTER],happy
Ses01M_impro07_,87.43,90.44,M012, From where? Huh? Well I'm from San Francisco.,xxx
Ses01M_impro07_,88.4125,92.41,F015, I don't know. Commuting from what Malibu that would be ridiculous.,excited
Ses01M_impro07_,90.92,102.61,M013," Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",happy
Ses01M_impro07_,95.26,101.5,F016, Oh yeah. He'd drop you right off at practice?,excited
Ses01M_impro07_,101.62,109.02,F017, Do you--are you one of those like four a clock in the morning practices?  Is it--that's more like swimming and- --ballet and things like that.,xxx
Ses01M_impro07_,106.5475,112.35,M014, Yeah. I think it's in the afternoon 'cause I mean can't be too early 'cause then you can't see the ball.,xxx
Ses01M_impro07_,111.59,116.34,F018, They have those neon--softballs.  They're like day-glow you can see them anywhere.,excited
Ses01M_impro07_,115.61,125.3625,M015," Yeah, but no. Well, they have a night games but you know there's more like night games they're not like morning games, you know. I guess it's kind of same thing.",xxx
Ses01M_impro07_,116.5,119.025,F019, I'm surpriseprised you don't know that.,xxx
Ses01M_impro07_,121.15,125.25,F020, Oh. That is incredible. Is it--,neutral
Ses01M_impro07_,125.31,132.5725,F021," do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",excited
Ses01M_impro07_,127.52,131.39,M016, No it's all boys. All boys' softball team.,xxx
Ses01M_impro07_,131.95,134.62,M017, They do it's--believe me it's huge.,happy
Ses01M_impro07_,132.86,138.12,F022, Who do you play? Like do--are you like... nationally ranked?,excited
Ses01M_impro07_,135.305,141.01,M018, I just got into it. I just kind of fell into it. Literally I was walking around and...,excited
Ses01M_impro07_,139.07,141.8,F023, That is unbelievable.,excited
Ses01M_impro07_,141.34,142.68,M019, It's pretty wild.,happy
Ses01M_impro07_,141.99,144.485,F024, I would put that right up there with--ping-pong.,excited
Ses01M_impro07_,143.98,147.84,M020," Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",neutral
Ses01M_impro07_,144.66,148.265,F025, I mean not to denigrate what you are doing.  I think that's great.,excited
Ses01M_impro07_,147.91,150.1225,M021, Oh you mean it's not really sport that what you're saying?,surprise
Ses01M_impro07_,149.71,154.92,F026," No, no.  I love softball. I played softball all the time.",excited
Ses01M_impro07_,150.7925,153.8,M022, It's totally a sport. What are you talking about?,surprise
Ses01M_impro07_,153.86,159.14,M023," What, just 'cause I don't play regular baseball doesn't mean I'm like any less of like a sports guy.",xxx
Ses01M_impro07_,156.18,167.8,F027, I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,excited
Ses01M_impro07_,165.1825,169.6425,M024, For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,excited
Ses01M_impro07_,169.7275,172.34,M025, But they got to like drive around in a bus--that would suck.,xxx
Ses01M_impro07_,171.73,174.2,F028, Oh really? With the whole team?,xxx
Ses01M_impro07_,172.46,175.3625,M026, Yeah we have like away games and stuff.,neutral
Ses01M_impro07_,174.93,180.91,F029, What are your teammates like? I'm surprisee you don't know yet? What kind of people play softball?,xxx
Ses01M_impro07_,177.26,178.75,M027, They're nice.,xxx
Ses01M_impro07_,179.94,185.3475,M028," Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-",xxx
Ses01M_impro07_,183.02,184.72,F030, Oh really?,xxx
Ses01M_impro07_,185.4225,188.8425,F031, Cool. You don't seem like you'd fit in there.,xxx
Ses01M_impro07_,185.78,191.52,M029, That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...,xxx
Ses01M_impro07_,191.05,192.2475,F032," Oh, cool.",xxx
Ses01M_impro07_,192.22,194.25,M030, But you know I'm like [GARBAGE].,neutral
Ses01M_impro07_,192.7,195.05,F033, You're like the rookie? The new kid.,happy
Ses01M_impro07_,194.77,196.02,M031, Yeah.,xxx
Ses01M_impro07_,195.17,205.4775,F034, Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],happy
Ses01M_impro07_,196.38,199.86,M032, I'm going to have a mustache...On the force...,happy
Ses01M_impro07_,204.81,206.6,M033, Pull over..,happy
Ses01M_script01_1_,8.06,11.5914,F000, What he's going to say?,Frustration
Ses01M_script01_1_,11.4962,14.8175,M000, He saw it.,neutral
Ses01M_script01_1_,14.4,16.6181,F001, When?,surprised
Ses01M_script01_1_,16.23,19.5441,M001, He was out here at four this morning.,neutral
Ses01M_script01_1_,19.2815,23.92,F002, How could he see it?  I was the first one up and he was still in bed.,surprised
Ses01M_script01_1_,23.65,29.785,M002, I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,sad
Ses01M_script01_1_,29.3349,33.2,F003, What was he doing here at four in the morning?,surprised
Ses01M_script01_1_,32.97,39.31,M003, I don't know.  But he went back in the kitchen and he cried.,sad
Ses01M_script01_1_,39.7634,42.1267,F004, Did you talk to him?,sad
Ses01M_script01_1_,41.61,46.58,M004, No.  I figured I'd just let it wait.,sad
Ses01M_script01_1_,47.3034,50.417,F005, Cried hard?,sad
Ses01M_script01_1_,50.54,55.66,M005," Yeah, I could hear him crying through the floorboards in my room.",sad
Ses01M_script01_1_,56.6816,58.8948,F006, [BREATHING],sad
Ses01M_script01_1_,59.13,62.7211,F007, What is he doing out here at that hour?,Frustration
Ses01M_script01_1_,62.8336,64.84,M006, I don't know.,sad
Ses01M_script01_1_,64.24,69.2483,F008," He's dreaming about him again, walking the streets.",anger
Ses01M_script01_1_,69.4734,72.3994,M007, I guess he is.,sad
Ses01M_script01_1_,72.3725,77.4625,F009, It's getting to be just like after he died.  What is the meaning of that?,xxx
Ses01M_script01_1_,76.7,82.3525,M008, I don't know the meaning of it.  But I know we've made terrible mistake with father.,Frustration
Ses01M_script01_1_,81.81,84.04,F010, What?,surprised
Ses01M_script01_1_,84.2534,92.206,M009," I mean, these kinds of things, man they always come back at you.  And this is definitely coming back to us.",xxx
Ses01M_script01_1_,91.9059,95.32,F011, What do you mean a mistake?,anger
Ses01M_script01_1_,95.9573,106.345,M010," I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?",Frustration
Ses01M_script01_1_,105.8606,108.81,F012," What do you want to do, argue with him?",Frustration
Ses01M_script01_1_,107.96,118.7275,M011," I don't want to argue with him, it's just for God's sake it's time he realized that no one believes with him any more.",Frustration
Ses01M_script01_1_,118.3898,120.84,F013, You can't say that to him.,xxx
Ses01M_script01_1_,120.31,122.62,M012, I got to.,Frustration
Ses01M_script01_1_,122.46,128.7433,F014," What, can you prove it?  What proof do you have?  Can you prove it?",anger
Ses01M_script01_1_,128.2182,135.42,M013," For God's sake, three years?  Nobody comes back after three years. It's insane.",Frustration
Ses01M_script01_1_,134.66,145.965,F015," To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",anger
Ses01M_script01_1_,145.36,151.18,M014," Okay, all right.  Mom, sit down.  I want to talk to you.",Frustration
Ses01M_script01_1_,149.08,155.95,F016, The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,anger
Ses01M_script01_1_,154.65,165.33,M015," Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?",Frustration
Ses01M_script01_1_,166.38,168.4175,F017, Why?,anger
Ses01M_script01_1_,168.645,170.37,M016, You know.,xxx
Ses01M_script01_1_,170.04,174.8088,F018," Well, I've got an idea but what's the story?",xxx
Ses01M_script01_1_,175.61,179.29,M017, I'm going to ask her to marry me.,neutral
Ses01M_script01_1_,179.61,183.78,F019," Well, that's only your business, Chris.",Frustration
Ses01M_script01_1_,183.19,185.74,M018, You know it's not just my business.,Frustration
Ses01M_script01_1_,185.12,188.79,F020," Well, what do you want me to do?  You're old enough known your own business.",anger
Ses01M_script01_1_,187.8,190.56,M019, So it's okay then?  I'm just going to go ahead with it?,Frustration
Ses01M_script01_1_,189.87,192.86,F021, You want to make surprisede that your father's not going to...,xxx
Ses01M_script01_1_,192.24,204.6689,M020," See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?",anger
Ses01M_script01_1_,194.275,196.59,F022, I'm just saying.,Frustration
Ses01M_script01_1_,204.2938,212.03,F023, I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,anger
Ses01M_script01_1_,210.78,213.83,M021, She is not Larry's girl.,anger
Ses01M_script01_1_,213.1,226.15,F024," From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.",anger
Ses01M_script01_1_,234.24,241.22,M022, I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...,Frustration
Ses01M_script01_1_,240.56,244.19,F025, You're a considerate fellow.  There's nothing wrong in that.,neutral
Ses01M_script01_1_,243.55,245.9,M023, To hell with that.,anger
Ses01M_script01_1_,247.1332,251.1095,F026, Did you ask Annie yet?,neutral
Ses01M_script01_1_,250.7344,254.349,M024," No, I wanted to get this all sorted out first.",sad
Ses01M_script01_1_,253.54,258.8275,F027," Well, how do you know she's going to marry you?  Maybe she feels same way your father does.",Frustration
Ses01M_script01_1_,258.29,267.62,M025," Well, if she does then that's the end of it.  However from her letters I think she's pretty much forgotten him.",xxx
Ses01M_script01_1_,268.7405,274.23,F028," The trouble is you don't see enough women, you never did.",Frustration
Ses01M_script01_1_,273.39,277.85,M026, So what?  I'm just--I'm not fast with women.,Frustration
Ses01M_script01_1_,278.1,281.21,F029, I don't see why it has to be Annie.,anger
Ses01M_script01_1_,280.39,282.4625,M027, Because it is.,Frustration
Ses01M_script01_1_,281.59,289.53,F030," That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",anger
Ses01M_script01_1_,288.42,295.59,M028," I don't know, it I think of her, I grew up next to her.  She is what I think of when I think of a wife.",Frustration
Ses01M_script01_1_,299.18,308.35,F031," He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",sad
Ses01M_script01_1_,308.48,315.05,F032," Do you know what that'll do to you, to your father, do you know?  I don't.",anger
Ses01M_script01_1_,319.95,321.97,M029, All right then.,xxx
Ses01M_script01_1_,321.42,323.465,F033, Give it some more thought.,xxx
Ses01M_script01_1_,322.82,329.97,M030, I've given it lots of thought.  And I keep coming back to the same thing.,Frustration
Ses01M_script01_1_,334.5001,346.89,M031," When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.",Frustration
Ses01M_script01_1_,346.55,349.12,F034, What the hell is this?,surprised
Ses01M_script01_1_,348.52,353.4525,M032, I'll leave.  I'll get married and move somewhere else maybe New York.,Frustration
Ses01M_script01_1_,352.88,356.2574,F035, Are you crazy?,anger
Ses01M_script01_1_,356.52,359.2584,M033, I'll do it.,xxx
Ses01M_script01_1_,359.08,364.855,F036, You have a business here.  I said what the hell is this?,anger
Ses01M_script01_1_,364.25,368.55,M034, Business?  The business doesn't inspire me.,anger
Ses01M_script01_1_,367.54,370.95,F037," Oh, must you be inspired.",anger
Ses01M_script01_1_,369.3,380.49,M035," Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",anger
Ses01M_script01_1_,380.6425,383.3415,M036, If that can't happen here...,Frustration
Ses01M_script01_1_,384.2043,389.97,F038, You mean to tell me you would leave the business for this.,xxx
Ses01M_script01_1_,389.2,392.15,M037," Yes, on this I would.",neutral
Ses01M_script01_1_,391.9425,394.865,F039," Well, you don't want to think like that.",anger
Ses01M_script01_1_,394.4,397.08,M038, Then help me stay here mom.,sad
Ses01M_script01_1_,397.1175,408.98,F040," All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",anger
Ses01M_script01_1_,405.18,407.51,M039," I know, I know.",xxx
Ses01M_script01_1_,408,410.1525,M040, Then help me stay.,sad
Ses01M_script01_1_,410.03,412.89,F041," Well, you don't think like that.",anger
Ses01M_script01_1_,412.13,414.78,M041, I am thinking like that.,anger
Ses01M_script01_1_,415.08,418.941,F042," I don't understand you, do I?",anger
Ses01M_script01_1_,418.6034,423.2925,M042," No, you don't.  I'm a pretty tough guy.",sad
Ses01M_script01_1_,422.8798,426.0309,F043," Well, I can see that.",anger
Ses01M_script01_2_,5.3913,8.235,F000, Why did he invite her here?,anger
Ses01M_script01_2_,8.4194,12.92,M000," Well, maybe he wanted see her.",neutral
Ses01M_script01_2_,12.74,17.28,F001, It's been three and a half years.  Why all of a sudden?,anger
Ses01M_script01_2_,18.19,25.36,M001," Well uh, He grew up next door to the girl, why wouldn't he want to see her?",neutral
Ses01M_script01_2_,26.55,32.19,M002, Don't look at me like that.  He didn't tell me anything he told you.,Frustration
Ses01M_script01_2_,32.63,35.3425,F002, He's not going to marry her.,xxx
Ses01M_script01_2_,34.71,37.21,M003, How do you know he's even thinking about it?,Frustration
Ses01M_script01_2_,36.76,39.48,F003, it's got that about it.,xxx
Ses01M_script01_2_,39.17,41.69,M004, Oh so what?,Frustration
Ses01M_script01_2_,41.18,44.7,F004," What is going on here, Joe?",anger
Ses01M_script01_2_,44.67,48.37,M005," Okay, now listen, kids...",Frustration
Ses01M_script01_2_,47.62,56.06,F005, The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.,anger
Ses01M_script01_2_,63.52,65.28,M006, Listen. Line. You can't read her mind.,Frustration
Ses01M_script01_2_,64.42,72.36,F006, Then why is she still single?  New York is full of men probably a hundred people told her she is crazy but she is waited.,xxx
Ses01M_script01_2_,71.88,74.4,M007, And how do you know why she's waited.,neutral
Ses01M_script01_2_,74.01,86.77,F007, Because she knows what I know that's why.  She's faithful as a rock. in my darkest moments I think of her waiting and I know that I'm right.,xxx
Ses01M_script01_2_,87.53,93.44,M008," Okay, look it's a beautiful day.  Why are we arguing?",Frustration
Ses01M_script01_2_,92.83,103,F008," Nobody in this house dares take away her faith Joe.  Her- strangerers might but not her father, not her brother.",Frustration
Ses01M_script01_2_,102.61,106.86,M009, What do you want me to do?  What do you want?,Frustration
Ses01M_script01_2_,104.705,118.32,F009," I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.",anger
Ses01M_script01_2_,119.21,121.2425,M010, Kate...,Frustration
Ses01M_script01_2_,120.94,124.39,F010, Because if he's not coming back then I'll kill myself.,xxx
Ses01M_script01_2_,124.2883,125.3375,M011, [BREATHING],Frustration
Ses01M_script01_2_,124.98,135.2991,F011," Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.",anger
Ses01M_script01_2_,134.69,137.07,M012," All right, calm yourself.",Frustration
Ses01M_script01_2_,136.61,145.6,F012," Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",anger
Ses01M_script01_2_,138.57,142.3975,M013," Okay, calm yourself. Alright.",Frustration
Ses01M_script01_2_,144.44,146.79,M014, calm yourself.,Frustration
Ses01M_script01_2_,145.64,150.29,F013, You above all have got to believe. Just don't stop believing.,anger
Ses01M_script01_2_,147.5375,152.12,M015, What does that mean? Me above all? What does that mean?,anger
Ses01M_script01_2_,152.66,157.89,M016, Look at you. You're shaking.,anger
Ses01M_script01_2_,159.3,161.86,F014, I can't help it.,xxx
Ses01M_script01_2_,163.38,167.43,M017," What the hell do you want from me, Kate?",anger
Ses01M_script01_3_,8.2904,11.9425,F000, The only one I know still love his parents.,neutral
Ses01M_script01_3_,11.86,15.1286,M000," Yeah, that kind of went out of style didn't it?",happy
Ses01M_script01_3_,14.5812,20.04,F001, Oh it's not bad thing it's good thing.,neutral
Ses01M_script01_3_,20.7769,27.6,F002," You know it's nice here, the air is sweet.",xxx
Ses01M_script01_3_,28.1,30.585,M001, You're not sorry you came?,happy
Ses01M_script01_3_,30.15,38.2445,F003," Not sorry, no.  I can't stay here.",sad
Ses01M_script01_3_,38.46,41.3299,M002, Why not?,sad
Ses01M_script01_3_,40.81,44.5425,F004, For one thing your mother as much as told me to go.,neutral
Ses01M_script01_3_,44.17,46.065,M003, Well.,xxx
Ses01M_script01_3_,45.75,51.2332,F005, [BREATHING] And then you've been kind of...,sad
Ses01M_script01_3_,51.059,53.27,M004, What?,neutral
Ses01M_script01_3_,53.77,59.22,F006, You've been kind of embarrassed ever since I got here.,sad
Ses01M_script01_3_,63.71,77.5575,M005," I was kind of planning on sneaking up on you, you know over like a course of a week or so. They just take for granted that we're already set.",xxx
Ses01M_script01_3_,76.82,80.32,F007," I knew they would, your mother anyway.",xxx
Ses01M_script01_3_,79.41,81.1172,M006, You did?,neutral
Ses01M_script01_3_,80.64,85.28,F008, From her point of view why else would I come?,neutral
Ses01M_script01_3_,85.7,88.358,M007, Yeah--,neutral
Ses01M_script01_3_,88.72,102.15,M008," So then would you want to?  I mean I guess, you kind of have to know, maybe that's why I asked you to come.",xxx
Ses01M_script01_3_,104.15,109.63,F009, Well I guess that's why I came.,xxx
Ses01M_script01_3_,111.9467,120.1828,M009," Ann, I love you.  I love you.",happy
Ses01M_script01_3_,122.3,126.075,M010, I love you a great deal.,xxx
Ses01M_script01_3_,126.59,130.94,M011, I'm sorry I don't really have much of an imagination.,xxx
Ses01M_script01_3_,148.7,150.8,F010," Chris,F:[LAUGHTER]",xxx
Ses01M_script01_3_,132.78,147.95,M012," I'm sorry I'm embarrassing you, aren't I?  See, I didn't want to do it here I didn't on this porch, with this ring--I didn't want to win you away from anything.",xxx
Ses01M_script01_3_,150.83,154.14,F011," I've been ready a long, long time.",xxx
Ses01M_script01_3_,156.22,161.5,M013, So then he's gone.  You sure?,xxx
Ses01M_script01_3_,161.93,165.3,F012, I almost got married two years ago.,neutral
Ses01M_script01_3_,165.6682,167.93,M014, Why didn't you?,neutral
Ses01M_script01_3_,167.8525,170.49,F013, You started to write me.,xxx
Ses01M_script01_3_,171.1174,174.59,M015, You felt something that far back?,xxx
Ses01M_script01_3_,173.63,175.63,F014, Everyday since.,excited
Ses01M_script01_3_,175.33,178.07,M016, why didn't you let me know?,excited
Ses01M_script01_3_,177.13,185.63,F015," Because I was waiting for you, Chris.  Till then you never wrote me and then when you did, well, you sure can be ambiguous you know.",excited
Ses01M_script01_3_,184.65,194.6563,M017," Oh Annie, why don't you go ahead and give me a kiss, come on just a...",xxx
Ses01M_script01_3_,197,201.86,M018, I kissed you.  I kissed Annie.,excited
Ses01M_script01_3_,200.94,207.645,F016, I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.,happy
Ses01M_script01_3_,207.18,210.04,M019, I kissed you.,happy
Ses01M_script01_3_,215.88,221.43,F017," Like Larry's brother.  Do what like you, Chris.",xxx
Ses01M_script01_3_,225.02,227.3023,F018," Chris, what's the matter?",sad
Ses01M_script01_3_,228.28,232.23,M020, Do you want to go somewhere?  Let's go.,sad
Ses01M_script01_3_,231.36,235.205,F019," No, what is it?  Is your mother?",sad
Ses01M_script01_3_,234.59,238.48,M021," No, no, it's nothing like that.",sad
Ses01M_script01_3_,236.99,243.44,F020," Well, then what?  You know, even in your letter you seem kind of ashamed.",xxx
Ses01M_script01_3_,244.14,252.92,M022, I don't know it's--it's complicated. But it's going from me now.F: You got to...,sad
Ses01M_script01_3_,253.41,256.4398,F021, You got to tell me.,sad
Ses01M_script01_3_,256.1412,259.1271,M023, I don't know.F: But what if...,sad
Ses01M_script01_3_,259.351,263.97,M024, It's kind of all mixed up with all these other things.,sad
Ses01M_script01_3_,265.5717,269.08,F022, Wouldn't work like this.,sad
Ses01M_script01_3_,272.34,277.8637,M025, you know over seas I was in command of the company?,sad
Ses01M_script01_3_,277.23,279.39,F023," Yeah, sure.",sad
Ses01M_script01_3_,281.14,283.91,M026, Well I lost them.,sad
Ses01M_script01_3_,285.51,288.34,F024, How many?,sad
Ses01M_script01_3_,288.18,291.03,M027, Pretty much all.,sad
Ses01M_script01_3_,290.5787,293.79,F025, [BREATHING]. Geez.,sad
Ses01M_script01_3_,293.6392,307.49,M028," Takes awhile to toss something like that off.  I mean they weren't just men, you know.",sad
Ses01M_script01_3_,307.7375,320.03,M029," For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.",sad
Ses01M_script01_3_,320.1175,326.5,M030, He just put it in my pocket that's the kind of guys I had.,sad
Ses01M_script01_3_,327.37,337.86,M031," They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...",sad
Ses01M_script01_3_,339.871,363.73,M032," And I had this idea as I was watching them go down like everything was being destroyed, you know.  But I felt like this one new thing was being made, you know it's kind of like this.  This monument...",sad
Ses01M_script01_3_,363.865,373.32,M033," You know, that they were bringing something on to this earth, a kind of sacrifice you know.",sad
Ses01M_script01_3_,374.5675,388.8175,M034," I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",sad
Ses01M_script01_3_,389.0888,397.095,M035, You know.  I went to work with dad and I started that whole rat race again...,sad
Ses01M_script01_3_,397.3498,405.69,M036, And no one had changed it was just like sort of random bus accident to them.,sad
Ses01M_script01_3_,406.2,414.26,M037, Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.,sad
Ses01M_script01_3_,417.29,430.76,M038, 'Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...,sad
Ses01M_script01_3_,431.0408,439.07,M039, And if you can't see that then it's just loot and there's blood all over it.,sad
Ses01M_script01_3_,439.48,449.91,M040, I felt ashamed and I didn't want any part of it.  I guess I included you too.,sad
Ses01M_script01_3_,455.26,458.74,F026, Do you still feel that way?,sad
Ses01M_script01_3_,460.4,463.85,M041, I want you to know Annie.,sad
Ses01M_script01_3_,464.0599,472.87,F027," 'Cause you mustn't feel that way.  Everything you have, you have a right to...",xxx
Ses01M_script01_3_,473.5225,480.15,F028, Everything Chris do you understand that?  To me too...,xxx
Ses01M_script01_3_,481.65,495.67,F029, And your money there's nothing wrong in your money.  Your father put hundreds of planes into the air.  You should be proud of that a man should be paid for that.,xxx
Ses01M_script01_3_,499.46,502.27,M042, Annie...,xxx
Ses01M_script01_3_,507.77,511.4612,M043, I'm going to make a fortune for you.,happy
Ses01M_script01_3_,510.69,513.8625,F030, What would I do with a fortune?,happy
Ses04M_script02_2_,5.9327,9.3542,F000," Look at this, goose bumps.",neutral
Ses04M_script02_2_,8.9929,11.2696,M000, Well so what'd you think?,neutral
Ses04M_script02_2_,10.74,13.18,F001, About what?,xxx
Ses04M_script02_2_,12.36,14.25,M001, What I said.,neutral
Ses04M_script02_2_,13.78,15.66,F002, It's ridiculous.,xxx
Ses04M_script02_2_,15.2,19.09,M002, Certainly is not.  It's slightly exaggerated scientific fact.,Frustration
